Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|03/01/2022|Vente en l'état futur d'achèvement|575000,00|443||AV|0475|DE LA GRANDE CHAMPAGNE|1220|DIVONNE-LES-BAINS|01|143||AO|418||20||27|72,40|||||||2|2|Appartement||71|3|||
|||||||000001|03/01/2022|Vente en l'état futur d'achèvement|575000,00|443||AV|0475|DE LA GRANDE CHAMPAGNE|1220|DIVONNE-LES-BAINS|01|143||AO|418||18||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2022|Vente en l'état futur d'achèvement|575000,00|443||AV|0475|DE LA GRANDE CHAMPAGNE|1220|DIVONNE-LES-BAINS|01|143||AO|418||6||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2022|Vente|80000,00||||B176|EN PAILLETANT|1500|AMBERIEU-EN-BUGEY|01|4||BC|344||||||||||||0||||||VI||138
|||||||000001|04/01/2022|Vente|80000,00||||B176|EN PAILLETANT|1500|AMBERIEU-EN-BUGEY|01|4||BC|351||||||||||||0||||||VI||510
|||||||000001|04/01/2022|Vente|80000,00||||B176|EN PAILLETANT|1500|AMBERIEU-EN-BUGEY|01|4||BC|353||||||||||||0||||||VI||166
|||||||000001|04/01/2022|Vente|80000,00||||B275|VAREILLES MARAIS|1500|AMBERIEU-EN-BUGEY|01|4||BH|11||||||||||||0||||||VI||154
|||||||000001|04/01/2022|Vente|80000,00|43||RUE|0090|ANTOINE VITTET|1500|AMBERIEU-EN-BUGEY|01|4||BH|57||||||||||||0|3|Dépendance||0|0|S||163
|||||||000001|04/01/2022|Vente|80000,00|43||RUE|0090|ANTOINE VITTET|1500|AMBERIEU-EN-BUGEY|01|4||BH|57||||||||||||0|1|Maison||45|3|S||163
|||||||000001|04/01/2022|Vente|80000,00||||B275|VAREILLES MARAIS|1500|AMBERIEU-EN-BUGEY|01|4||BH|563||||||||||||0||||||S||16
|||||||000001|05/01/2022|Vente|156000,00|7||RUE|0031|DU CORNIER|1150|VAUX-EN-BUGEY|01|431||A|1613||||||||||||0|1|Maison||85|4|S||310
|||||||000001|11/01/2022|Vente|248200,00|||PL|0060|DE L EGLISE|1090|MONTMERLE-SUR-SAONE|01|263||AD|116||11||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2022|Vente|248200,00|||PL|0060|DE L EGLISE|1090|MONTMERLE-SUR-SAONE|01|263||AD|116||12||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2022|Vente|248200,00|||PL|0060|DE L EGLISE|1090|MONTMERLE-SUR-SAONE|01|263||AD|116||12||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2022|Vente|248200,00|||PL|0060|DE L EGLISE|1090|MONTMERLE-SUR-SAONE|01|263||AD|116||1|154,00|||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2022|Vente|248200,00|||PL|0060|DE L EGLISE|1090|MONTMERLE-SUR-SAONE|01|263||AD|116||1|154,00|||||||||1|2|Appartement||126|4|||
|||||||000001|11/01/2022|Vente|110000,00|||PL|0060|DE L EGLISE|1090|MONTMERLE-SUR-SAONE|01|263||AD|116||7||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2022|Vente|110000,00|||PL|0060|DE L EGLISE|1090|MONTMERLE-SUR-SAONE|01|263||AD|116||3|56,61|||||||||1|2|Appartement||52|2|||
|||||||000001|11/01/2022|Vente|110000,00|||PL|0060|DE L EGLISE|1090|MONTMERLE-SUR-SAONE|01|263||AD|116||16||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2022|Vente|35000,00||||B030|LACRAS|1470|SERRIERES-DE-BRIORD|01|403||B|2690||||||||||||0||||||AB||140
|||||||000001|07/01/2022|Vente|35000,00||||B030|LACRAS|1470|SERRIERES-DE-BRIORD|01|403||B|2691||||||||||||0||||||AB||39
|||||||000001|07/01/2022|Vente|35000,00||||B030|LACRAS|1470|SERRIERES-DE-BRIORD|01|403||B|2696||||||||||||0||||||AB||1185
|||||||000001|03/01/2022|Vente|144500,00||||B013|AUX CHANEES|1480|FRANS|01|166||ZB|549||||||||||||0||||||AB||473
|||||||000001|03/01/2022|Vente|85000,00|16||AV|0025|DU JURA|1210|FERNEY-VOLTAIRE|01|160||AM|517||438||||||||||1|2|Appartement||3|0|||
|||||||000001|03/01/2022|Vente|85000,00|16||AV|0025|DU JURA|1210|FERNEY-VOLTAIRE|01|160||AM|517||10||437|33,45|||||||2|2|Appartement||34|1|||
|||||||000001|03/01/2022|Vente|85000,00|16||AV|0025|DU JURA|1210|FERNEY-VOLTAIRE|01|160||AM|517||242||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2022|Vente|85000,00|16||AV|0025|DU JURA|1210|FERNEY-VOLTAIRE|01|160||AM|517||10||437|33,45|||||||2|3|Dépendance||0|0|||
|||||||000001|07/01/2022|Vente|238935,00|890||RUE|0251|DE LA COMBE DE L'EAU|1220|DIVONNE-LES-BAINS|01|143||B|831||16|45,66|5||||||||2|3|Dépendance||0|0|||
|||||||000001|07/01/2022|Vente|238935,00|890||RUE|0251|DE LA COMBE DE L'EAU|1220|DIVONNE-LES-BAINS|01|143||B|831||16|45,66|5||||||||2|3|Dépendance||0|0|||
|||||||000001|07/01/2022|Vente|238935,00|890||RUE|0251|DE LA COMBE DE L'EAU|1220|DIVONNE-LES-BAINS|01|143||B|831||16|45,66|5||||||||2|2|Appartement||48|2|||
|||||||000001|05/01/2022|Vente en l'état futur d'achèvement|267000,00||||B037|LE MARAIS|1630|ST-GENIS-POUILLY|01|354||AY|220||54|13,32|||||||||1||||||||
|||||||000001|05/01/2022|Vente en l'état futur d'achèvement|267000,00||||B037|LE MARAIS|1630|ST-GENIS-POUILLY|01|354||AY|220||24|44,85|||||||||1||||||||
|||||||000001|06/01/2022|Vente|260000,00|7||RUE|3125|DES PINS|1000|BOURG-EN-BRESSE|01|53||CS|218||||||||||||0|1|Maison||99|5|S||765
|||||||000001|06/01/2022|Vente|9500,00|6||RUE|0810|CHARLES PEGUY|1000|BOURG-EN-BRESSE|01|53||BM|89||4||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2022|Vente|14000,00|10|B|ALL|3044|DE LA PETITE REYSSOUZE|1000|BOURG-EN-BRESSE|01|53||BD|227||111||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2022|Vente|105000,00|5896|||B007|LA CHARPINE|1000|SAINT-DENIS-LES-BOURG|01|344||AI|60||||||||||||0|1|Maison||108|4|AG||660
|||||||000001|07/01/2022|Vente|105000,00|5896|||B007|LA CHARPINE|1000|SAINT-DENIS-LES-BOURG|01|344||AI|60||||||||||||0|1|Maison||108|4|S||695
|||||||000001|05/01/2022|Vente|56000,00||||B102|LA JACONNIERE|1270|COLIGNY|01|108||ZB|244||||||||||||0||||||AB||1361
|||||||000001|04/01/2022|Vente|145000,00|5||RUE|0690|DES CERISIERS|1000|BOURG-EN-BRESSE|01|53||AL|40||16||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2022|Vente|145000,00|5||RUE|0690|DES CERISIERS|1000|BOURG-EN-BRESSE|01|53||AL|40||30|59,46|||||||||1|2|Appartement||60|2|||
|||||||000001|05/01/2022|Vente|76500,00|6||AV|0770|DU CHAMP DE FOIRE|1000|BOURG-EN-BRESSE|01|53||BK|197||212|31,78|50||||||||2|2|Appartement||32|1|||
|||||||000001|05/01/2022|Vente|76500,00|6||AV|0770|DU CHAMP DE FOIRE|1000|BOURG-EN-BRESSE|01|53||BK|197||212|31,78|50||||||||2|3|Dépendance||0|0|||
|||||||000001|07/01/2022|Vente|215000,00|22||BD|2540|MAL LECLERC|1000|BOURG-EN-BRESSE|01|53||AE|111||39||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2022|Vente|215000,00|22||BD|2540|MAL LECLERC|1000|BOURG-EN-BRESSE|01|53||AE|111||12||56|94,11|||||||2|3|Dépendance||0|0|||
|||||||000001|07/01/2022|Vente|215000,00|22||BD|2540|MAL LECLERC|1000|BOURG-EN-BRESSE|01|53||AE|111||12||56|94,11|||||||2|2|Appartement||95|3|||
|||||||000001|07/01/2022|Vente|190000,00|7||CHE|0262|DE BROTONNE|1370|MEILLONNAS|01|241||ZE|46||||||||||||0|1|Maison||82|3|S||600
|||||||000002|05/01/2022|Vente|1,00||||B299|RIX|1680|LHUIS|01|216||H|639||||||||||||0||||||P||6
|||||||000001|11/01/2022|Vente|209000,00|145|A|RTE|0085|DU BOURG|1380|BAGE-DOMMARTIN|01|25||F|2175||||||||||||0|1|Maison||180|5|S||849
|||||||000001|11/01/2022|Vente|209000,00||||B004|BAGE LA VILLE|1380|BAGE-DOMMARTIN|01|25||F|2176||||||||||||0||||||S||34
|||||||000001|11/01/2022|Vente|209000,00||||B004|BAGE LA VILLE|1380|BAGE-DOMMARTIN|01|25||F|2177||||||||||||0||||||S||989
|||||||000001|04/01/2022|Vente|182000,00|20||AV|0085|DE VESSY|1210|FERNEY-VOLTAIRE|01|160||AK|161||233|37,16|41||||||||2|3|Dépendance||0|0|||
|||||||000001|04/01/2022|Vente|182000,00|20||AV|0085|DE VESSY|1210|FERNEY-VOLTAIRE|01|160||AK|161||233|37,16|41||||||||2|2|Appartement||37|1|||
|||||||000001|04/01/2022|Vente|182000,00|18||AV|0085|DE VESSY|1210|FERNEY-VOLTAIRE|01|160||AK|161||94||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2022|Vente|133600,00|6||CHE|0293|DE LA CHANAZ|1250|NIVIGNE ET SURAN|01|95|172|ZE|48||||||||||||0|1|Maison||63|1|S||1430
|||||||000001|11/01/2022|Vente|133600,00|6||CHE|0293|DE LA CHANAZ|1250|NIVIGNE ET SURAN|01|95|172|ZE|48||||||||||||0|3|Dépendance||0|0|S||1430
|||||||000001|11/01/2022|Vente|133600,00||||B177|LA CHANAZ|1250|NIVIGNE ET SURAN|01|95|172|ZE|49||||||||||||0||||||P||1600
|||||||000001|10/01/2022|Vente|306000,00|37||RUE|0055|DE LA MAISON FORTE|1220|GRILLY|01|180||AP|174||46||65|52,15|||||||2|3|Dépendance||0|0|||
|||||||000001|10/01/2022|Vente|306000,00|37||RUE|0055|DE LA MAISON FORTE|1220|GRILLY|01|180||AP|174||46||65|52,15|||||||2|2|Appartement||52|2|||
|||||||000001|10/01/2022|Vente|306000,00|35||RUE|0055|DE LA MAISON FORTE|1220|GRILLY|01|180||AP|174||22||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/01/2022|Vente en l'état futur d'achèvement|554510,00|||GR|0055|GRANDE RUE|1340|MONTREVEL-EN-BRESSE|01|266||AC|170||20||||||||||1||||||||
|||||||000001|06/01/2022|Vente en l'état futur d'achèvement|554510,00|||GR|0055|GRANDE RUE|1340|MONTREVEL-EN-BRESSE|01|266||AC|170||30||||||||||1||||||||
|||||||000001|06/01/2022|Vente en l'état futur d'achèvement|554510,00|||GR|0055|GRANDE RUE|1340|MONTREVEL-EN-BRESSE|01|266||AC|170||32||||||||||1||||||||
|||||||000001|06/01/2022|Vente en l'état futur d'achèvement|554510,00|||GR|0055|GRANDE RUE|1340|MONTREVEL-EN-BRESSE|01|266||AC|170||53||||||||||1||||||||
|||||||000001|06/01/2022|Vente en l'état futur d'achèvement|554510,00|||GR|0055|GRANDE RUE|1340|MONTREVEL-EN-BRESSE|01|266||AC|170||67||||||||||1||||||||
|||||||000001|06/01/2022|Vente en l'état futur d'achèvement|554510,00|||GR|0055|GRANDE RUE|1340|MONTREVEL-EN-BRESSE|01|266||AC|170||69||||||||||1||||||||
|||||||000001|06/01/2022|Vente en l'état futur d'achèvement|554510,00|||GR|0055|GRANDE RUE|1340|MONTREVEL-EN-BRESSE|01|266||AC|170||87||||||||||1||||||||
|||||||000001|11/01/2022|Vente|4500,00||||B019|BOIS DES FONTANNETS|1370|SAINT-ETIENNE-DU-BOIS|01|350||C|25||||||||||||0||||||P||5390
|||||||000001|11/01/2022|Vente|4500,00||||B074|LYONNIERE|1370|SAINT-ETIENNE-DU-BOIS|01|350||C|353||||||||||||0||||||P||8770
|||||||000002|03/01/2022|Vente|13600,00||||B113|PRES DES ARDANS|1500|DOUVRES|01|149||B|2417||||||||||||0||||||L||140
|||||||000002|03/01/2022|Vente|13600,00||||B113|PRES DES ARDANS|1500|DOUVRES|01|149||B|2420||||||||||||0||||||L||200
|||||||000001|05/01/2022|Vente|415000,00|29||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|271||||||||||||0|3|Dépendance||0|0|S||139
|||||||000001|05/01/2022|Vente|415000,00|29||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|271||||||||||||0|3|Dépendance||0|0|S||139
|||||||000001|05/01/2022|Vente|415000,00|29||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|271||||||||||||0|2|Appartement||90|3|S||139
|||||||000001|05/01/2022|Vente|415000,00|29||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|271||||||||||||0|4|Local industriel. commercial ou assimilé||50|0|S||139
|||||||000001|05/01/2022|Vente|415000,00|29||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|271||||||||||||0|2|Appartement||20|1|S||139
|||||||000001|05/01/2022|Vente|415000,00|29||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|271||||||||||||0|3|Dépendance||0|0|S||139
|||||||000001|05/01/2022|Vente|415000,00|29||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|271||||||||||||0|2|Appartement||25|1|S||139
|||||||000001|05/01/2022|Vente|415000,00|29||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|271||||||||||||0|2|Appartement||90|3|S||139
|||||||000001|05/01/2022|Vente|415000,00|29||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|271||||||||||||0|3|Dépendance||0|0|S||139
|||||||000001|05/01/2022|Vente|415000,00||||B003|AMBERIEU VILLE|1500|AMBERIEU-EN-BUGEY|01|4||AO|954||||||||||||0||||||J|POTAG|240
|||||||000001|04/01/2022|Vente|120000,00|25||RUE|0221|CONSTANTIN|1800|MEXIMIEUX|01|244||G|573||||||||||||0|1|Maison||64|3|S||128
|||||||000001|04/01/2022|Vente|17000,00||||B095|HAMEAU DE CHENAVEL|1640|JUJURIEUX|01|199||A|547||||||||||||0||||||S||48
|||||||000001|04/01/2022|Vente|17000,00||||B095|HAMEAU DE CHENAVEL|1640|JUJURIEUX|01|199||A|565||||||||||||0||||||S||28
|||||||000001|10/01/2022|Vente|1150000,00|9015|||B209|EN PRAGNAT NORD|1500|AMBERIEU-EN-BUGEY|01|4||AR|528||||||||||||0|4|Local industriel. commercial ou assimilé||556|0|S||1637
|||||||000001|10/01/2022|Vente|1150000,00||||B209|EN PRAGNAT NORD|1500|AMBERIEU-EN-BUGEY|01|4||AR|529||||||||||||0||||||AB||1363
|||||||000001|10/01/2022|Vente|1150000,00||||B209|EN PRAGNAT NORD|1500|AMBERIEU-EN-BUGEY|01|4||AR|530||||||||||||0||||||AB||188
|||||||000001|10/01/2022|Vente|1150000,00||||B209|EN PRAGNAT NORD|1500|AMBERIEU-EN-BUGEY|01|4||AR|531||||||||||||0||||||S||232
|||||||000001|11/01/2022|Vente|199000,00|31||RUE|0078|DES TERREAUX|1500|AMBRONAY|01|7||AB|121||||||||||||0|1|Maison||98|4|S||130
|||||||000001|11/01/2022|Vente|103800,00||||B229|QUARTIER LES ECOLES|1500|AMBERIEU-EN-BUGEY|01|4||BS|402||||||||||||0||||||T||533
|||||||000001|05/01/2022|Vente|250000,00|1780||CHE|0062|DE BECHANNE|1370|SAINT-ETIENNE-DU-BOIS|01|350||E|989||||||||||||0|1|Maison||74|4|S||541
|||||||000001|05/01/2022|Vente|250000,00|1780||CHE|0062|DE BECHANNE|1370|SAINT-ETIENNE-DU-BOIS|01|350||E|989||||||||||||0|1|Maison||74|4|P||472
|||||||000001|05/01/2022|Vente|250000,00||||B086|PALAVARE|1370|SAINT-ETIENNE-DU-BOIS|01|350||E|1373||||||||||||0||||||P||19
|||||||000001|05/01/2022|Vente|250000,00||||B086|PALAVARE|1370|SAINT-ETIENNE-DU-BOIS|01|350||E|1647||||||||||||0||||||BS||2003
|||||||000001|07/01/2022|Vente|64300,00|7||ALL|0740|DE CHALLES|1000|BOURG-EN-BRESSE|01|53||BK|197||34||83|30,59|||||||2|3|Dépendance||0|0|||
|||||||000001|07/01/2022|Vente|64300,00|7||ALL|0740|DE CHALLES|1000|BOURG-EN-BRESSE|01|53||BK|197||34||83|30,59|||||||2|2|Appartement||32|1|||
|||||||000001|06/01/2022|Vente|170000,00|17||RUE|0361|GEORGES CHARPAK|1170|GEX|01|173||AD|44||18|49,23|8||||||||2|2|Appartement||54|2|||
|||||||000001|06/01/2022|Vente|170000,00|17||RUE|0361|GEORGES CHARPAK|1170|GEX|01|173||AD|44||18|49,23|8||||||||2|3|Dépendance||0|0|||
|||||||000001|06/01/2022|Vente|170000,00|17||RUE|0361|GEORGES CHARPAK|1170|GEX|01|173||AD|44||2||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2022|Vente|880000,00|26||CHE|0026|DE CREPILLON|1220|GRILLY|01|180||AS|41||||||||||||0|3|Dépendance||0|0|S||1049
|||||||000001|11/01/2022|Vente|880000,00|26||CHE|0026|DE CREPILLON|1220|GRILLY|01|180||AS|41||||||||||||0|1|Maison||180|5|S||1049
|||||||000001|07/01/2022|Vente|250000,00|3|1|RUE|0009|DU CHAUSSIN|1430|CONDAMINE-LA-DOYE|01|112||ZA|83||||||||||||0|3|Dépendance||0|0|S||637
|||||||000001|07/01/2022|Vente|250000,00|3|1|RUE|0009|DU CHAUSSIN|1430|CONDAMINE-LA-DOYE|01|112||ZA|83||||||||||||0|1|Maison||116|5|S||637
|||||||000001|05/01/2022|Vente|140000,00|251||RTE|0240|DE LALLEYRIAT|1130|LE POIZAT-LALLEYRIAT|01|204||AB|64||||||||||||0|1|Maison||80|3|S||1861
|||||||000001|05/01/2022|Vente|140000,00||||B085|TOUR DE SYLANS|1130|LE POIZAT-LALLEYRIAT|01|204||AB|142||||||||||||0||||||P||87
|||||||000001|05/01/2022|Vente|140000,00||||B085|TOUR DE SYLANS|1130|LE POIZAT-LALLEYRIAT|01|204||AB|143||||||||||||0||||||P||96
|||||||000001|05/01/2022|Vente|140000,00||||B085|TOUR DE SYLANS|1130|LE POIZAT-LALLEYRIAT|01|204||AB|144||||||||||||0||||||P||406
|||||||000001|06/01/2022|Vente|284000,00||||B082|AU VILLAGE|1460|BEARD-GEOVREISSIAT|01|170||AB|274||||||||||||0||||||P||265
|||||||000001|06/01/2022|Vente|284000,00|1||RTE|0078|DE PIRE|1460|BEARD-GEOVREISSIAT|01|170||AB|331||||||||||||0|1|Maison||158|4|S||885
|||||||000001|06/01/2022|Vente|284000,00||||B082|AU VILLAGE|1460|BEARD-GEOVREISSIAT|01|170||AB|333||||||||||||0||||||P||157
|||||||000001|10/01/2022|Vente|140000,00|5262|||B121|LES PINOUX|1570|MANZIAT|01|231||C|598||||||||||||0|1|Maison||76|3|S||1134
