Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|07/01/2025|Vente|925000,00|124||RUE|0111|DES PIVOINES|1210|ORNEX|01|281||AE|172||||||||||||0|3|Dépendance||0|0|S||1000
|||||||000001|07/01/2025|Vente|925000,00|124||RUE|0111|DES PIVOINES|1210|ORNEX|01|281||AE|172||||||||||||0|3|Dépendance||0|0|J||779
|||||||000001|07/01/2025|Vente|925000,00|124||RUE|0111|DES PIVOINES|1210|ORNEX|01|281||AE|172||||||||||||0|1|Maison||189|6|J||779
|||||||000001|07/01/2025|Vente|925000,00|124||RUE|0111|DES PIVOINES|1210|ORNEX|01|281||AE|172||||||||||||0|1|Maison||189|6|S||1000
|||||||000001|10/01/2025|Vente|79000,00||||B062|GRANGES PIROUX|1240|LENT|01|211||E|593||||||||||||0||||||AB||551
|||||||000001|06/01/2025|Vente en l'état futur d'achèvement|274000,00||||B197|LES PLANTEES DE LA MALADIE|1500|AMBERIEU-EN-BUGEY|01|4||AO|749||16|79,80|||||||||1||||||||
|||||||000001|06/01/2025|Vente en l'état futur d'achèvement|274000,00||||B197|LES PLANTEES DE LA MALADIE|1500|AMBERIEU-EN-BUGEY|01|4||AO|749||32||||||||||1||||||||
|||||||000001|10/01/2025|Vente|259000,00|85||RUE|0101|DE CHATEAU GAGNEUR|1170|GEX|01|173||AB|236||148||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2025|Vente|259000,00|85||RUE|0101|DE CHATEAU GAGNEUR|1170|GEX|01|173||AB|236||67|48,68|||||||||1|2|Appartement||48|2|||
|||||||000001|09/01/2025|Vente|64000,00|1082||AV|0090|DU JURA|1630|SERGY|01|401||C|1469||25|24,20|||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2025|Vente|140000,00|12|A|RUE|0044|DU JOUVANCY|1290|PONT-DE-VEYLE|01|306||A|999||27||5|91,23|||||||2|2|Appartement||91|4|||
|||||||000001|10/01/2025|Vente|140000,00|12|A|RUE|0044|DU JOUVANCY|1290|PONT-DE-VEYLE|01|306||A|999||27||5|91,23|||||||2|3|Dépendance||0|0|||
|||||||000001|10/01/2025|Vente|140000,00|5270|||B006|GRAND FAUBOURG|1290|PONT-DE-VEYLE|01|306||A|1292||3||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|211000,00|||RTE|0105|DE GROISSIAT|1100|BELLIGNAT|01|31||AL|338||||||||||||0||||||S||1118
|||||||000001|03/01/2025|Vente|211000,00|10|C|RTE|0105|DE GROISSIAT|1100|BELLIGNAT|01|31||AL|342||||||||||||0|1|Maison||132|4|S||360
|||||||000001|03/01/2025|Vente|211000,00|10|C|RTE|0105|DE GROISSIAT|1100|BELLIGNAT|01|31||AL|353||||||||||||0||||||S||33
|||||||000001|07/01/2025|Vente|15000,00||||B063|VERS LA JONCTION|1630|ST-GENIS-POUILLY|01|354||BI|3||||||||||||0||||||BS||1269
|||||||000001|07/01/2025|Vente|15000,00||||B063|VERS LA JONCTION|1630|ST-GENIS-POUILLY|01|354||BI|3||||||||||||0||||||T||6082
|||||||000001|07/01/2025|Vente|15000,00||||B063|VERS LA JONCTION|1630|ST-GENIS-POUILLY|01|354||BI|6||||||||||||0||||||BS||738
|||||||000001|13/01/2025|Vente en l'état futur d'achèvement|193500,00||||B197|LES PLANTEES DE LA MALADIE|1500|AMBERIEU-EN-BUGEY|01|4||AO|749||3|38,90|||||||||1||||||||
|||||||000001|13/01/2025|Vente en l'état futur d'achèvement|193500,00||||B197|LES PLANTEES DE LA MALADIE|1500|AMBERIEU-EN-BUGEY|01|4||AO|749||38||||||||||1||||||||
|||||||000001|10/01/2025|Vente|92000,00||||B058|CHAMP DE VIRIAT|1440|VIRIAT|01|451||AH|400||||||||||||0||||||AB||400
|||||||000001|13/01/2025|Vente|245000,00|10||CHE|0300|DES CONDAMINES|1340|FOISSIAT|01|163||WD|566||||||||||||0|1|Maison||105|5|AG|JARD|3378
|||||||000001|13/01/2025|Vente|245000,00|10||CHE|0300|DES CONDAMINES|1340|FOISSIAT|01|163||WD|566||||||||||||0|1|Maison||105|5|S||700
|||||||000001|10/01/2025|Vente|265000,00|1360||RTE|0256|DE CHAMANDRE|1340|FOISSIAT|01|163||WC|283||||||||||||0|1|Maison||118|5|S||2433
|||||||000001|10/01/2025|Vente|265000,00||||B073|CHAMBEREUX|1340|FOISSIAT|01|163||WC|361||||||||||||0||||||P||5395
|||||||000001|09/01/2025|Vente|179000,00|543|||B110|LES MONTETS|1560|CORMOZ|01|124||ZI|205||||||||||||0|3|Dépendance||0|0|P||1524
|||||||000001|09/01/2025|Vente|179000,00|543|||B110|LES MONTETS|1560|CORMOZ|01|124||ZI|205||||||||||||0|3|Dépendance||0|0|S||2000
|||||||000001|09/01/2025|Vente|179000,00|543|||B110|LES MONTETS|1560|CORMOZ|01|124||ZI|207||||||||||||0|1|Maison||70|2|S||927
|||||||000001|09/01/2025|Vente|72000,00||||B026|CHAVAGNEUX|1800|MEXIMIEUX|01|244||C|698||||||||||||0||||||J||536
|||||||000001|07/01/2025|Vente|235000,00|15||IMP|0149|DU CHATEAU D EAU|1800|MEXIMIEUX|01|244||C|1958||||||||||||0|1|Maison||69|3|S||184
|||||||000002|06/01/2025|Vente|1,00||||B059|MOENS VILLAGE|1280|PREVESSIN-MOENS|01|313|251|BD|370||||||||||||0||||||S||33
|||||||000001|08/01/2025|Vente|265000,00||||B038|VILLAGE|1310|CURTAFOND|01|140||ZA|214||||||||||||0||||||AB||416
|||||||000001|08/01/2025|Vente|265000,00|51||ALL|0033|DES CHARMETTES|1310|CURTAFOND|01|140||ZA|225||||||||||||0|1|Maison||122|5|S||900
|||||||000001|07/01/2025|Vente|65000,00|33||RUE|0590|GABRIEL PERI|1100|OYONNAX|01|283||AH|413||7||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|65000,00|33||RUE|0590|GABRIEL PERI|1100|OYONNAX|01|283||AH|413||30|47,62|||||||||1|2|Appartement||49|2|||
|||||||000001|07/01/2025|Vente|65000,00|33||RUE|0590|GABRIEL PERI|1100|OYONNAX|01|283||AH|413||46||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|215000,00|371||RTE|0051|LEYMENT|1150|LAGNIEU|01|202||D|839||||||||||||0|1|Maison||78|4|S||83
|||||||000001|06/01/2025|Vente|215000,00|371|A|RTE|0051|LEYMENT|1150|LAGNIEU|01|202||D|842||||||||||||0||||||S||28
|||||||000001|06/01/2025|Vente|215000,00|371|A|RTE|0051|LEYMENT|1150|LAGNIEU|01|202||D|843||||||||||||0||||||S||79
|||||||000001|02/01/2025|Vente|475000,00|90||ALL|0695|DU SQUARE DE LAUSANNE|1220|DIVONNE-LES-BAINS|01|143||AE|507||1|67,07|||||||||1|2|Appartement||67|3|||
|||||||000001|02/01/2025|Vente|475000,00|90||ALL|0695|DU SQUARE DE LAUSANNE|1220|DIVONNE-LES-BAINS|01|143||AE|507||22||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|295000,00|186||RUE|0059|DE LA PLANTAZ|1300|MAGNIEU|01|227||B|1843||||||||||||0|1|Maison||115|4|S||374
|||||||000001|07/01/2025|Vente|295000,00||||B010|LA CURTERIE|1300|MAGNIEU|01|227||B|1845||||||||||||0||||||AB||3
|||||||000001|07/01/2025|Vente|295000,00||||B010|LA CURTERIE|1300|MAGNIEU|01|227||B|1847||||||||||||0||||||AB||402
|||||||000001|07/01/2025|Vente|295000,00||||B010|LA CURTERIE|1300|MAGNIEU|01|227||B|1848||||||||||||0||||||AB||4
|||||||000001|06/01/2025|Vente|81500,00||||B036|VILLAGE DE CHARNOZ|1800|CHARNOZ-SUR-AIN|01|88||B|396||||||||||||0||||||J||261
|||||||000001|14/01/2025|Vente|78000,00|110||RUE|0443|DU PRE PAQUIER|1750|SAINT-LAURENT-SUR-SAONE|01|370||A|680||49|48,62|||||||||1|2|Appartement||48|2|||
|||||||000001|14/01/2025|Vente|78000,00|110||RUE|0443|DU PRE PAQUIER|1750|SAINT-LAURENT-SUR-SAONE|01|370||A|680||125||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2025|Vente|315000,00||||B025|BONATIER|1390|MIONNAY|01|248||AE|228||||||||||||0||||||AB||12
|||||||000001|06/01/2025|Vente|1,00||||B014|LA CLUSE|1460|MONTREAL LA CLUSE|01|265||AI|760||||||||||||0||||||S||10
|||||||000001|06/01/2025|Vente|1,00||||B014|LA CLUSE|1460|MONTREAL LA CLUSE|01|265||AI|763||||||||||||0||||||S||16
|||||||000001|13/01/2025|Vente|4500,00||||B127|SOUS CHATILLON|1110|PREMILLIEU|01|311||A|42||||||||||||0||||||T||2070
|||||||000001|13/01/2025|Vente|4500,00||||B106|PRAZ BAROD|1110|PREMILLIEU|01|311||A|305||||||||||||0||||||BR||3610
|||||||000001|13/01/2025|Vente|4500,00||||B137|LES TERRES|1110|PREMILLIEU|01|311||A|381||||||||||||0||||||P||2083
|||||||000001|13/01/2025|Vente|4500,00||||B058|LES CROIX|1110|PREMILLIEU|01|311||B|17||||||||||||0||||||T||1503
|||||||000001|13/01/2025|Vente|4500,00||||B108|PRE BEGUET|1110|PREMILLIEU|01|311||B|190||||||||||||0||||||P||1590
|||||||000001|13/01/2025|Vente|4500,00||||B036|LA CHAUME|1110|PREMILLIEU|01|311||B|259||||||||||||0||||||BR||1300
|||||||000001|13/01/2025|Vente|4500,00||||B036|LA CHAUME|1110|PREMILLIEU|01|311||B|260||||||||||||0||||||BT||1020
|||||||000001|13/01/2025|Vente|4500,00||||B081|LERUT|1110|PREMILLIEU|01|311||B|305||||||||||||0||||||L||1470
|||||||000001|13/01/2025|Vente|4500,00||||B049|COMBE JULLIARD|1110|PREMILLIEU|01|311||C|167||||||||||||0||||||BS||860
|||||||000001|13/01/2025|Vente|4500,00||||B049|COMBE JULLIARD|1110|PREMILLIEU|01|311||C|168||||||||||||0||||||BR||2330
|||||||000001|13/01/2025|Vente|4500,00||||B059|LE CROZ|1110|PREMILLIEU|01|311||C|310||||||||||||0||||||BT||1279
|||||||000001|13/01/2025|Vente|4500,00||||B059|LE CROZ|1110|PREMILLIEU|01|311||C|325||||||||||||0||||||BT||1010
|||||||000001|13/01/2025|Vente|4500,00||||B016|CHAMP CARRON|1110|PREMILLIEU|01|311||C|373||||||||||||0||||||BT||1045
|||||||000001|13/01/2025|Vente|4500,00||||B016|CHAMP CARRON|1110|PREMILLIEU|01|311||C|427||||||||||||0||||||BT||1970
|||||||000001|06/01/2025|Vente|590000,00|532|T|AV|0309|FRANCIS BLANCHARD|1170|GEX|01|173||AK|136||1|130,20|||||||||1|1|Maison||130|5|||
|||||||000001|13/01/2025|Vente|4000,00||||B126|LES VIGNATS|1200|CONFORT|01|114||ZB|197||||||||||||0||||||T||2280
|||||||000001|13/01/2025|Vente|4000,00||||B126|LES VIGNATS|1200|CONFORT|01|114||ZB|197||||||||||||0||||||L||10940
|||||||000001|13/01/2025|Vente|4000,00||||B126|LES VIGNATS|1200|CONFORT|01|114||ZB|197||||||||||||0||||||P||6160
|||||||000001|13/01/2025|Vente|700,00||||B002|BALLON|1110|PREMILLIEU|01|311||B|48||||||||||||0||||||P||2385
|||||||000001|13/01/2025|Vente|700,00||||B001|L ARBESSIER|1110|PREMILLIEU|01|311||B|664||||||||||||0||||||P||978
|||||||000001|08/01/2025|Vente|1000,00||||B479|LA LEBE|1110|PLATEAU D'HAUTEVILLE|01|185|122|B|3||||||||||||0||||||P|MARAI|1071
|||||||000001|09/01/2025|Vente en l'état futur d'achèvement|345000,00|||AV|0160|BOLLET|1600|TREVOUX|01|427||AD|314||41||||||||||1|2|Appartement||71|3|||
|||||||000001|09/01/2025|Vente en l'état futur d'achèvement|345000,00|||AV|0160|BOLLET|1600|TREVOUX|01|427||AD|314||50||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2025|Vente|267287,00|206||RUE|0330|DES JUSTES PARMI L NATIONS|1120|MONTLUEL|01|262||AE|669||||||||||||0|1|Maison||78|3|S||191
|||||||000001|07/01/2025|Vente|||||B038|LES FOURCHES|1170|GEX|01|173||AB|156||||||||||||0||||||S||5049
|||||||000001|08/01/2025|Vente|132000,00|3||AV|0110|BRILLAT SAVARIN|1300|BELLEY|01|34||AH|69||||||||||||0|3|Dépendance||0|0|S||377
|||||||000001|08/01/2025|Vente|132000,00|3||AV|0110|BRILLAT SAVARIN|1300|BELLEY|01|34||AH|69||||||||||||0|1|Maison||92|3|S||377
|||||||000001|10/01/2025|Vente|85000,00||||B129|PRE DE ROCHE|1640|JUJURIEUX|01|199||B|2485||||||||||||0||||||AB||956
|||||||000001|13/01/2025|Vente|300,00||||B137|LES TERRES|1110|PREMILLIEU|01|311||A|382||||||||||||0||||||P||2083
|||||||000001|13/01/2025|Vente|300,00||||B002|BALLON|1110|PREMILLIEU|01|311||B|46||||||||||||0||||||P||370
|||||||000001|13/01/2025|Vente|300,00||||B072|GOUJONNIERE|1110|PREMILLIEU|01|311||B|524||||||||||||0||||||BT||1006
|||||||000001|10/01/2025|Vente|250000,00|1164||CHE|0160|DE LA COMBE FONTENAY|1130|LE POIZAT-LALLEYRIAT|01|204||ZA|132||||||||||||0|3|Dépendance||0|0|S||552
|||||||000001|10/01/2025|Vente|250000,00|1164||CHE|0160|DE LA COMBE FONTENAY|1130|LE POIZAT-LALLEYRIAT|01|204||ZA|132||||||||||||0|1|Maison||115|6|S||552
|||||||000001|10/01/2025|Vente|250000,00||||B080|SOUS LES BOSSUS|1130|LE POIZAT-LALLEYRIAT|01|204||ZA|234||||||||||||0||||||P||2750
|||||||000001|08/01/2025|Vente|346100,00|5||RUE|0205|DE LA PRAIRIE|1630|ST-GENIS-POUILLY|01|354||AX|158||514|89,91|||||||||1|2|Appartement||95|4|||
|||||||000001|08/01/2025|Vente|346100,00|1|B|RUE|0205|DE LA PRAIRIE|1630|ST-GENIS-POUILLY|01|354||AX|158||1060||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2025|Vente|346100,00|5||RUE|0205|DE LA PRAIRIE|1630|ST-GENIS-POUILLY|01|354||AX|158||532||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|270000,00|1724||RTE|0321|DE JAILLEUX|1120|MONTLUEL|01|262||C|125||||||||||||0|4|Local industriel. commercial ou assimilé||250|0|S||2126
|||||||000001|13/01/2025|Vente|185815,00|844||RUE|0500|SAINT EXUPERY|1480|JASSANS-RIOTTIER|01|194||AO|95||7||||||||||1|3|Dépendance||0|0|||
|||||||000001|13/01/2025|Vente|185815,00|844||RUE|0500|SAINT EXUPERY|1480|JASSANS-RIOTTIER|01|194||AO|95||2|61,15|||||||||1|2|Appartement||63|3|||
|||||||000001|07/01/2025|Vente|140000,00|6||RUE|3324|RENE CASSIN|1000|BOURG-EN-BRESSE|01|53||AD|133||10|79,21|3||||||||2|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|140000,00|6||RUE|3324|RENE CASSIN|1000|BOURG-EN-BRESSE|01|53||AD|133||10|79,21|3||||||||2|2|Appartement||79|4|||
|||||||000001|09/01/2025|Vente|129000,00|41|T|BD|0620|DE BROU|1000|BOURG-EN-BRESSE|01|53||BC|317||71||96|65,80|||||||2|2|Appartement||67|4|||
|||||||000001|09/01/2025|Vente|129000,00|41|T|BD|0620|DE BROU|1000|BOURG-EN-BRESSE|01|53||BC|317||71||96|65,80|||||||2|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|103000,00|45||RUE|0410|DE GENEVE|1800|MEXIMIEUX|01|244||G|1425||16|49,25|||||||||1|2|Appartement||58|2|||
|||||||000001|06/01/2025|Vente|103000,00|43||RUE|0410|DE GENEVE|1800|MEXIMIEUX|01|244||G|1425||21||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|152368,00|12||AV|0320|DU GEN SARRAIL|1500|AMBERIEU-EN-BUGEY|01|4||BS|630||110|82,20|||||||||1|2|Appartement||84|4|||
|||||||000001|06/01/2025|Vente|152368,00|15||IMP|0310|DE LA GARE|1500|AMBERIEU-EN-BUGEY|01|4||BS|633||12||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|1,00||||B121|LE GOTTEX|1340|SAINT-DIDIER-D AUSSIAT|01|346||AI|210||||||||||||0||||||S||893
|||||||000001|14/01/2025|Vente|15000,00||||B046|LONGERAY|1200|LEAZ|01|209||A|369||||||||||||0||||||P||634
|||||||000001|14/01/2025|Vente|15000,00||||B082|SONNAILLET|1200|LEAZ|01|209||A|372||||||||||||0||||||P||1977
|||||||000001|14/01/2025|Vente|15000,00||||B082|SONNAILLET|1200|LEAZ|01|209||A|373||||||||||||0||||||T||4845
|||||||000001|14/01/2025|Vente|15000,00||||B082|SONNAILLET|1200|LEAZ|01|209||A|374||||||||||||0||||||P||785
|||||||000001|14/01/2025|Vente|15000,00||||B082|SONNAILLET|1200|LEAZ|01|209||A|375||||||||||||0||||||T||1182
|||||||000001|14/01/2025|Vente|15000,00||||B082|SONNAILLET|1200|LEAZ|01|209||A|380||||||||||||0||||||P||4378
|||||||000001|14/01/2025|Vente|15000,00||||B061|AUX OURDINES|1200|LEAZ|01|209||A|414||||||||||||0||||||L||230
|||||||000001|14/01/2025|Vente|15000,00||||B061|AUX OURDINES|1200|LEAZ|01|209||A|421||||||||||||0||||||T||357
|||||||000001|14/01/2025|Vente|15000,00||||B061|AUX OURDINES|1200|LEAZ|01|209||A|422||||||||||||0||||||VI||410
|||||||000001|14/01/2025|Vente|15000,00||||B051|EN MARBE|1200|LEAZ|01|209||A|637||||||||||||0||||||BT||1030
|||||||000001|14/01/2025|Vente|15000,00||||B077|LES RIPPES|1200|LEAZ|01|209||A|664||||||||||||0||||||P||9970
|||||||000001|14/01/2025|Vente|10000,00||||B024|EN CONDIERE|1200|LEAZ|01|209||A|665||||||||||||0||||||BT||1110
|||||||000001|14/01/2025|Vente|10000,00||||B024|EN CONDIERE|1200|LEAZ|01|209||A|669||||||||||||0||||||BT||9330
